job_title_short,job_posted_date,job_country,job_skills,salary_year_avg
Data Engineer,2023-01-29 01:08:04,United States,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']",208114.0
Senior Data Engineer,2023-08-08 15:08:54,United States,"['java', 'python', 'sql', 'databricks', 'snowflake', 'bigquery', 'spark', 'spring', 'flask']",137500.0
Senior Data Analyst,2023-07-08 10:01:20,United States,"['sql', 'redshift', 'tableau']",98000.0
Data Analyst,2023-04-17 20:00:52,United States,"['sql', 'python', 'r', 't-sql', 'sql server', 'oracle', 'windows', 'unix', 'ssrs', 'ssis', 'tableau']",103000.0
Data Scientist,2023-01-27 00:06:45,United States,"['python', 'r', 'sas', 'sas', 'sql', 'tableau', 'qlik', 'power bi', 'spss']",110000.0
Senior Data Engineer,2023-10-04 18:09:19,United States,"['sql', 'python', 'azure', 'aws', 'spark']",145000.0
Data Scientist,2023-01-03 03:03:51,United States,"['sql', 'python', 'r']",90000.0
Data Scientist,2023-04-06 02:04:38,United States,"['sql', 'python', 'snowflake', 'tensorflow', 'keras', 'spark', 'kafka', 'flask', 'git']",90000.0
Data Engineer,2023-02-17 13:45:51,South Africa,"['sql', 'spark']",147500.0
Senior Data Analyst,2023-05-03 07:01:41,United States,"['python', 'r', 'tableau', 'qlik']",115000.0
Senior Data Scientist,2023-03-27 15:05:04,United States,"['sap', 'excel', 'word']",91509.6015625
Senior Data Engineer,2023-02-24 18:05:00,United States,"['powershell', 'python', 'aws', 'redshift', 'snowflake', 'azure', 'tableau']",170000.0
Senior Data Analyst,2023-05-24 07:01:05,United States,"['sql', 'tableau', 'power bi']",115000.0
Data Analyst,2023-02-08 18:01:21,United States,"['sql', 'aws', 'azure']",50000.0
Data Analyst,2023-10-12 20:00:52,United States,"['go', 'power bi']",80000.0
Business Analyst,2023-08-13 16:30:46,Sudan,['excel'],75000.0
Data Engineer,2023-01-25 22:24:18,United States,"['python', 'shell', 'sql', 'vmware', 'linux', 'splunk', 'git', 'jenkins', 'ansible', 'docker']",150000.0
Data Engineer,2023-02-11 18:04:35,United States,"['python', 'sql', 'scala', 'java', 'r', 'matlab', 'sas', 'sas', 'mongodb', 'mongodb', 'oracle', 'azure', 'tableau']",137500.0
Data Scientist,2023-04-28 08:03:34,United States,"['sql', 'python', 'snowflake', 'azure', 'databricks', 'spark', 'hadoop', 'phoenix']",125000.0
Data Analyst,2023-03-18 08:38:00,Sudan,"['oracle', 'tableau', 'word', 'excel']",87900.0
Senior Data Scientist,2023-01-18 20:06:46,United States,"['sql', 'r', 'sas', 'sas', 'python', 'sql server', 'oracle']",115000.0
Data Scientist,2023-07-04 08:02:58,United States,"['r', 'python', 'sql', 'sas', 'sas', 'matlab', 'pandas', 'numpy', 'matplotlib', 'tableau']",176500.0
Data Analyst,2023-03-20 20:52:52,Malta,"['sql', 'r', 'python', 'excel']",102500.0
Data Scientist,2023-11-30 22:55:41,United States,"['sql', 'python', 'excel', 'tableau']",170000.0
Senior Data Analyst,2023-08-07 11:52:57,India,"['sql', 'r', 'python', 'airflow', 'tableau']",111175.0
Senior Data Engineer,2023-09-19 14:42:36,United States,"['sql', 'azure', 'snowflake', 'spark']",145900.59375
Data Scientist,2023-05-11 13:06:58,United States,"['python', 'r', 'sql', 'vba', 'oracle', 'airflow', 'excel', 'power bi', 'tableau']",90000.0
Data Engineer,2023-01-27 10:10:28,United States,"['python', 'scala', 'java', 'javascript', 'postgresql', 'cassandra', 'aws', 'azure', 'react', 'kafka', 'node']",200000.0
Senior Data Engineer,2023-09-06 02:07:03,United States,"['go', 'python', 'nosql', 'sql', 'aws', 'databricks']",145000.0
Data Engineer,2023-07-26 14:10:31,Sudan,"['sql', 'snowflake', 'databricks', 'aws', 'airflow', 'ssis', 'kubernetes']",110000.0
Data Engineer,2023-07-10 16:06:31,United States,"['sql', 'mongodb', 'mongodb', 'shell', 'bash', 'mysql', 'azure', 'snowflake', 'spark', 'flow', 'jira']",140000.0
Data Scientist,2023-07-29 07:32:28,United States,"['python', 'pytorch', 'tensorflow', 'keras', 'numpy', 'pandas']",133000.0
Data Scientist,2023-11-07 21:09:53,Philippines,['sql'],99179.5
Senior Data Scientist,2023-06-16 13:03:23,United States,"['python', 'sql', 'r', 'julia', 'scala', 'go', 'java', 'c++', 'nosql', 'databricks', 'spark', 'linux', 'windows', 'git']",90000.0
Data Analyst,2023-07-31 06:00:53,United States,"['sql', 'python', 'r', 'sas', 'sas']",115800.0
Data Analyst,2023-09-25 00:00:38,United States,"['sql', 'tableau', 'looker']",80000.0
Senior Data Scientist,2023-01-05 20:55:00,Sudan,"['sql', 'python', 'r', 'go', 'aws', 'redshift', 'spark', 'looker', 'tableau']",152500.0
Business Analyst,2023-07-26 13:01:38,United States,"['sql', 'sql server', 'db2', 'oracle', 'azure', 'power bi', 'word', 'excel', 'powerpoint', 'visio', 'ssis', 'ssrs']",82500.0
Data Engineer,2023-11-08 08:27:50,United States,"['sql', 'python', 'sas', 'sas', 'go', 'phoenix', 'tableau', 'power bi']",92500.0
Data Engineer,2023-07-28 13:04:04,United States,"['aws', 'redshift']",100000.0
Data Scientist,2023-03-15 17:03:22,United States,"['python', 'r', 'c++', 'sql', 'aws', 'azure']",125000.0
Senior Data Analyst,2023-06-11 07:00:39,United States,"['sql', 'python', 'r', 'tableau', 'jira', 'zoom']",150000.0
Data Engineer,2023-07-19 12:09:36,United States,"['python', 'mongodb', 'mongodb', 'postgresql', 'oracle', 'aws', 'snowflake', 'databricks', 'redshift', 'airflow', 'spark', 'kafka', 'docker', 'kubernetes', 'gitlab', 'jira', 'confluence', 'zoom']",175000.0
Data Engineer,2023-04-12 20:27:40,United States,"['sql', 'mongodb', 'mongodb', 'shell', 'bash', 'mysql', 'azure', 'snowflake', 'spark', 'flow', 'jira']",130000.0
Software Engineer,2023-09-20 13:54:58,Namibia,"['java', 'azure', 'react']",145000.0
Senior Data Engineer,2023-04-14 09:17:48,Singapore,"['sql', 'nosql', 'python', 'java', 'scala', 'hadoop', 'spark', 'kafka', 'airflow']",147500.0
Senior Data Scientist,2023-07-11 09:08:48,United States,"['sql', 'python', 'r', 'java', 'c++', 'databricks', 'ibm cloud', 'snowflake', 'spark', 'hadoop', 'numpy', 'pandas', 'tableau', 'power bi', 'git']",90670.0
Data Engineer,2023-04-05 09:01:10,United States,"['python', 'sql', 'java', 'aws', 'numpy', 'pandas', 'spring', 'tableau']",150000.0
Senior Data Scientist,2023-06-01 21:24:36,United States,"['python', 'r', 'sql', 'go', 'spark', 'hadoop', 'airflow']",327330.0
Machine Learning Engineer,2023-01-25 01:51:57,Israel,"['python', 'java', 'scala', 'snowflake', 'bigquery', 'airflow']",166000.0
Data Analyst,2023-10-16 20:00:47,United States,"['sql', 'sql server', 'excel', 'spreadsheet']",78294.0
Data Analyst,2023-08-24 15:00:17,United States,"['sql', 'python', 'r', 'express', 'tableau', 'power bi']",82500.0
Data Analyst,2023-08-13 13:00:02,United States,"['sql', 'excel', 'word']",83000.0
Data Scientist,2023-10-12 20:06:37,United States,"['r', 'python', 'sql', 'nosql', 'neo4j', 'elasticsearch', 'keras', 'tensorflow', 'pytorch', 'plotly', 'fastapi', 'flask', 'docker', 'kubernetes', 'git']",109500.0
Data Engineer,2023-03-05 07:07:34,United States,"['python', 'sql', 'snowflake', 'pyspark', 'spark', 'hadoop']",150000.0
Data Engineer,2023-01-08 06:05:54,United States,"['nosql', 'sql', 'python', 'go', 'scala', 'postgresql', 'neo4j', 'azure', 'gcp', 'graphql']",150000.0
Data Engineer,2023-10-12 11:16:15,Sudan,"['sql', 'nosql', 'python', 'aws', 'redshift', 'azure', 'pandas', 'numpy', 'pyspark', 'power bi', 'tableau']",225000.0
Data Analyst,2023-11-15 08:02:28,United States,"['sql', 'r', 'sas', 'sas', 'python', 'oracle', 'snowflake', 'tableau', 'spss']",106479.0
Data Scientist,2023-01-10 19:19:33,United States,"['go', 'python', 'java', 'html', 'css', 'sql', 'pyspark', 'spark']",172500.0
Data Scientist,2023-10-11 05:03:15,United States,"['sql', 'python', 'bigquery', 'excel']",120000.0
Data Scientist,2023-09-12 20:06:23,United States,['python'],200000.0
Data Engineer,2023-07-27 17:56:45,United States,"['nosql', 'sql', 'python', 'azure', 'gcp', 'snowflake', 'hadoop', 'spark', 'kafka', 'splunk', 'kubernetes']",155000.0
Senior Data Engineer,2023-02-16 23:06:59,United States,"['sql', 'azure', 'oracle', 'excel']",160000.0
Data Analyst,2023-12-11 12:47:21,United Kingdom,['sql'],43200.0
Data Scientist,2023-04-12 10:20:08,United States,"['python', 'r', 'spark', 'slack']",200000.0
Business Analyst,2023-05-03 16:01:50,United States,"['word', 'spreadsheet']",117784.0
Senior Data Engineer,2023-06-21 20:08:09,United States,"['python', 'c', 'c++', 'rust', 'sqlite', 'aws', 'azure', 'kafka', 'express']",182500.0
Data Engineer,2023-09-04 10:05:59,United States,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'dynamodb', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'databricks', 'hadoop', 'kafka', 'spark']",211000.0
Senior Data Engineer,2023-02-05 09:28:01,United States,"['python', 'java', 'oracle', 'bigquery', 'gcp', 'azure', 'aws', 'kafka']",115000.0
Data Analyst,2023-02-17 23:01:24,United States,"['sql', 'sql server', 'windows', 'excel', 'ssrs']",74000.0
Data Engineer,2023-04-28 18:56:39,Sudan,"['python', 'sql', 'aws', 'redshift', 'snowflake']",137500.0
Data Scientist,2023-10-05 03:41:51,United States,"['c#', 'c++', 'python', 'r', 'sql', 'bash', 'scala', 'java', 'elasticsearch', 'azure', 'hadoop', 'spark', 'kafka', 'windows']",119257.0
Business Analyst,2023-12-19 12:52:58,United States,"['sql', 'html', 'sql server', 'sap', 'flow']",85000.0
Data Engineer,2023-03-31 07:07:28,United States,"['python', 'scala', 'sql', 'aws', 'redshift', 'spark', 'pandas', 'node']",165000.0
Senior Data Analyst,2023-06-02 08:00:49,United States,"['r', 'python']",125000.0
Data Engineer,2023-03-03 12:08:34,United States,"['sql', 'nosql', 'java', 'python', 'scala', 'cassandra', 'aws', 'hadoop', 'kafka']",150000.0
Data Analyst,2023-08-25 22:39:38,South Korea,"['python', 'r', 'spark', 'airflow', 'tableau', 'power bi', 'github']",111175.0
Data Scientist,2023-09-12 11:00:48,United States,"['sql', 'python', 'javascript', 'db2', 'snowflake', 'kafka', 'microstrategy']",186000.0
Data Scientist,2023-06-07 08:30:48,India,"['python', 'r', 'sql', 'nosql', 'sql server', 'watson', 'oracle', 'spark', 'tensorflow', 'pytorch', 'hadoop', 'airflow', 'kafka', 'linux', 'windows', 'tableau', 'power bi']",157500.0
Data Engineer,2023-01-30 13:05:38,United States,"['sql', 'c#', 'java', 'python', 'r', 'scala', 'sql server', 'azure']",140000.0
Data Analyst,2023-03-05 07:05:49,United States,"['python', 'sql', 'snowflake', 'gcp', 'aws', 'tensorflow']",90000.0
Data Engineer,2023-12-18 08:04:18,United States,"['python', 'r', 'java', 'c', 'bash', 'powershell', 'nosql', 'mongodb', 'mongodb', 'elasticsearch', 'mysql', 'postgresql', 'aws', 'oracle', 'kubernetes', 'terraform', 'ansible']",100694.0
Senior Data Engineer,2023-05-11 08:13:10,United States,"['python', 'java', 'nosql', 'bash', 'shell', 'cassandra', 'mysql', 'hadoop', 'unix']",135000.0
Data Engineer,2023-07-28 09:09:12,United States,"['python', 'java', 'sql', 'nosql', 'spark', 'hadoop']",90000.0
Data Analyst,2023-01-03 21:27:30,United States,"['sql', 'oracle', 'aws', 'tableau']",70000.0
Data Analyst,2023-08-04 18:23:57,Hong Kong,"['sql', 'python', 'vba']",57500.0
Data Engineer,2023-07-21 11:12:34,Malta,"['python', 'shell', 'groovy', 'aws', 'linux', 'docker', 'terraform', 'git']",80850.0
Data Scientist,2023-09-22 23:04:52,United States,"['python', 'sql', 'pyspark', 'hadoop', 'spark']",138937.5
Data Scientist,2023-08-29 07:05:13,United States,"['python', 'r', 'java', 'sql', 'nosql', 'c', 'azure', 'scikit-learn', 'spark', 'keras', 'pytorch', 'phoenix']",125500.0
Data Scientist,2023-12-11 08:02:16,United States,"['python', 'r', 'c', 'tableau']",112015.0
Data Analyst,2023-03-15 10:10:36,Germany,"['sql', 'python', 'spark', 'pandas', 'tableau', 'excel', 'powerpoint']",111175.0
Software Engineer,2023-02-01 08:52:57,France,"['php', 'aws', 'graphql', 'docker', 'git']",45000.0
Data Scientist,2023-05-25 02:12:51,Mexico,"['sql', 'python', 'snowflake', 'express']",147500.0
Data Engineer,2023-01-13 08:21:24,United States,"['scala', 'nosql', 'python', 'java', 'elasticsearch', 'cassandra', 'aws', 'azure', 'redshift', 'snowflake', 'hadoop', 'spark', 'airflow', 'kafka', 'angular']",190950.0
Senior Data Engineer,2023-04-29 11:09:03,United States,"['python', 'sql', 'nosql', 'go', 'postgresql', 'databricks', 'snowflake', 'redshift', 'spark', 'airflow', 'tableau', 'looker', 'word']",140000.0
Data Scientist,2023-04-30 20:03:40,United States,"['sas', 'sas', 'sql', 'python', 'aws', 'databricks', 'azure', 'gcp', 'snowflake', 'tableau']",181640.0
Data Engineer,2023-04-30 10:08:49,United States,"['sql', 'azure']",112500.0
Data Scientist,2023-10-13 20:02:46,United States,"['sql', 'python', 'r', 'mysql', 'postgresql', 'aws', 'azure', 'matplotlib', 'tableau', 'power bi']",135000.0
Data Scientist,2023-06-14 10:05:48,United States,"['python', 'sql', 'scala', 'go', 'aws', 'spark', 'scikit-learn', 'tensorflow', 'pytorch', 'airflow', 'git']",208000.0
Data Engineer,2023-09-06 18:02:55,United States,"['sql', 'python', 'java', 'snowflake', 'databricks', 'aws', 'redshift', 'kafka', 'airflow']",110000.0
Senior Data Engineer,2023-05-16 07:05:41,United States,"['crystal', 'sql', 'nosql', 'python', 'java', 'c++', 'azure', 'power bi']",102500.0
Data Engineer,2023-05-10 14:39:09,United States,"['sap', 'flow']",115000.0
Data Analyst,2023-06-22 22:00:56,United States,"['sql', 'python', 'looker', 'tableau']",82500.0
Data Analyst,2023-05-12 19:19:12,Sudan,"['sql', 'excel', 'sheets', 'smartsheet']",60000.0
Senior Data Analyst,2023-01-26 02:35:31,Colombia,"['sql', 'python', 'html', 'css']",111175.0
Data Analyst,2023-07-26 11:12:05,Belgium,"['sql', 'excel']",72900.0
Senior Data Analyst,2023-03-28 08:02:01,United States,"['sql', 'bigquery', 'tableau', 'looker', 'power bi']",132367.0
Data Analyst,2023-10-30 08:00:00,United States,"['sql', 'javascript', 'python', 'r', 'sas', 'sas', 'tableau', 'looker', 'excel', 'spss']",84500.0
Senior Data Engineer,2023-06-02 16:29:44,United States,"['scala', 'sql', 'aws', 'azure', 'bigquery', 'spark', 'kafka', 'kubernetes', 'terraform', 'git', 'jenkins', 'gitlab']",150000.0
Business Analyst,2023-10-27 12:00:54,United States,"['sql', 'oracle', 'excel', 'powerpoint', 'word']",65000.0
Data Engineer,2023-04-22 21:04:14,United States,"['scala', 'sql', 'java', 'python', 'aws', 'pyspark', 'spark']",130000.0
Data Engineer,2023-04-21 23:10:05,United States,"['go', 'snowflake', 'kafka', 'slack']",127500.0
Data Analyst,2023-10-09 09:01:53,United States,"['sql', 'azure', 'power bi', 'dax']",84000.0
Data Analyst,2023-02-28 16:03:17,United States,"['sql', 'excel']",110500.0
Data Analyst,2023-03-22 03:11:00,Sudan,"['r', 'sql', 'sas', 'sas', 'python', 'vba', 'sql server', 'oracle', 'sap', 'excel', 'tableau', 'spss']",91800.0
Data Engineer,2023-11-09 14:06:02,United States,"['spark', 'kafka']",187625.0
Senior Data Analyst,2023-11-19 07:00:24,United States,"['sql', 'python', 'tableau', 'looker']",105000.0
Senior Data Analyst,2023-05-17 09:01:54,United States,"['sql', 'snowflake', 'flow']",90000.0
Data Engineer,2023-04-21 12:28:21,United States,"['python', 'sql', 'bigquery', 'aws', 'azure', 'snowflake', 'redshift']",135000.0
Data Analyst,2023-11-16 07:00:01,United States,"['sql', 'python', 'shell', 'java']",125000.0
Data Engineer,2023-07-21 21:10:45,United States,"['sql', 'selenium', 'ansible', 'jenkins', 'puppet']",117500.0
Data Scientist,2023-10-10 14:04:49,United States,"['python', 'r', 'numpy', 'pandas', 'seaborn']",130000.0
Data Scientist,2023-01-25 19:55:56,Mexico,"['python', 'sql', 'aws', 'scikit-learn', 'nltk', 'pandas', 'numpy', 'matplotlib', 'hadoop', 'spark', 'tensorflow', 'keras', 'tableau', 'docker', 'kubernetes', 'git']",100000.0
Data Analyst,2023-11-22 12:00:20,United States,"['python', 'r', 'java', 'perl', 'sas', 'sas', 'c++', 'c#', 'tableau', 'qlik', 'spss']",119550.0
Data Scientist,2023-09-14 07:02:38,United States,"['r', 'python', 'sas', 'sas', 'spring', 'tableau']",69107.0
Data Scientist,2023-03-27 18:07:03,United States,"['sql', 'python', 'mongodb', 'mongodb', 'javascript', 'sql server', 'aws', 'jupyter', 'flask']",90000.0
Data Analyst,2023-12-11 07:47:42,United Kingdom,"['python', 'sql', 'r']",77017.5
Business Analyst,2023-10-14 23:01:24,United States,"['sql', 'python', 'tableau']",118000.0
Senior Data Scientist,2023-10-02 19:24:10,United States,"['postgresql', 'dynamodb', 'pandas', 'numpy', 'pytorch', 'plotly']",170000.0
Data Scientist,2023-06-26 11:02:38,United States,['python'],90000.0
Data Scientist,2023-08-06 06:23:28,United States,"['python', 'keras', 'tensorflow', 'pytorch']",105550.0
Machine Learning Engineer,2023-01-13 01:01:17,United States,"['python', 'java', 'nltk', 'keras', 'tensorflow', 'pytorch', 'word']",99150.0
Data Engineer,2023-03-14 12:07:22,United States,"['nosql', 'sql', 'python', 'java', 'javascript', 'dynamodb', 'sql server', 'azure', 'oracle', 'spark', 'pyspark', 'terraform']",132500.0
Data Engineer,2023-06-27 21:29:18,United States,"['sql', 'aws']",110000.0
Data Analyst,2023-01-05 03:55:08,Switzerland,['gcp'],72900.0
Data Engineer,2023-12-04 17:09:14,United States,"['typescript', 'python', 'dynamodb', 'postgresql', 'aws', 'snowflake', 'node.js']",155000.0
Data Scientist,2023-05-16 19:04:19,United States,"['python', 'sql', 'pandas', 'numpy', 'tableau', 'power bi']",170000.0
Senior Data Engineer,2023-04-12 08:23:54,United States,"['sql', 't-sql', 'nosql', 'sql server', 'aws', 'ssis']",150000.0
Data Engineer,2023-02-08 19:07:25,United States,"['snowflake', 'aws', 'airflow', 'qlik', 'docker']",135000.0
Data Scientist,2023-08-08 11:03:25,United States,"['python', 'r', 'sql', 'aws', 'gcp', 'databricks', 'pyspark']",137875.0
Data Analyst,2023-01-05 14:02:30,United States,"['outlook', 'word', 'excel']",72500.0
Senior Data Engineer,2023-01-05 06:28:30,United States,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark', 'airflow']",156596.0
Senior Data Scientist,2023-05-15 20:21:04,United States,"['python', 'sql']",170000.0
Data Analyst,2023-12-13 09:25:08,United States,"['sql', 'python', 'tableau', 'power bi', 'excel']",70000.0
Senior Data Scientist,2023-04-14 23:24:11,Sudan,"['python', 'r']",146000.0
Data Engineer,2023-06-29 01:35:32,India,"['sql', 't-sql', 'python', 'scala', 'java', 'shell', 'cassandra', 'snowflake', 'azure', 'databricks', 'kafka', 'spark', 'hadoop', 'airflow', 'scikit-learn', 'jupyter', 'linux']",147500.0
Data Scientist,2023-06-21 04:03:13,United States,"['python', 'java', 'spark', 'pandas', 'matplotlib', 'unity']",180000.0
Data Engineer,2023-11-13 22:30:49,United States,"['scala', 'python', 'sql', 'azure', 'databricks', 'spark', 'kafka', 'qlik', 'ssis', 'git']",135000.0
Data Scientist,2023-03-31 14:05:50,United States,"['python', 'r', 'redshift', 'spark', 'hadoop']",118350.0
Data Scientist,2023-04-12 17:20:08,United States,"['mongodb', 'mongodb', 'sql', 'python', 'php', 'redshift', 'airflow', 'tableau']",155000.0
Data Engineer,2023-07-05 12:12:04,Canada,"['python', 'aws', 'databricks', 'snowflake', 'matplotlib', 'pyspark', 'airflow', 'spark', 'pandas', 'react', 'angular', 'kubernetes', 'yarn', 'terraform', 'ansible']",90000.0
